"","82-breast-1","82-brain-1","82-brain-2"
"ARL6IP1",44,1558,2063
"ARL6IP4",6,119,188
"ARL6IP5",24,539,701
"ARL6IP6",3,63,93
"ARL8A",0,7,6
"ARL8B",4,128,159
"ARL9",0,0,0
"ARMC1",3,75,114
"ARMC10",1,16,14
"ARMC12",0,0,0
"ARMC2",0,13,10
"ARMC3",0,7,7
"ARMC4",0,1,0
"ARMC5",0,5,10
"ARMC6",4,105,209
"ARMC7",0,1,1
"ARMC8",0,42,95
"ARMC9",0,8,9
"ARMCX1",0,27,38
"ARMCX2",0,3,14
"ARMCX3",6,122,226
"ARMCX4",0,3,3
"ARMCX5",0,33,49
"ARMCX5-GPRASP2",0,3,3
"ARMCX6",3,74,116
"ARMS2",0,0,0
"ARNT",3,40,89
"ARNT2",0,1,2
"ARNTL",0,19,37
"ARNTL2",0,2,4
"ARPC1A",21,396,536
"ARPC1B",23,147,251
"ARPC2",21,322,508
"ARPC3",19,774,770
"ARPC4",3,81,98
"ARPC4-TTLL3",0,0,0
"ARPC5",30,453,767
"ARPC5L",8,108,186
"ARPM1",0,0,0
"ARPP19",10,185,260
"ARPP21",0,0,0
"ARR3",0,0,0
"ARRB1",2,36,53
"ARRB2",0,8,21
"ARRDC1",11,263,420
"ARRDC2",0,3,3
"ARRDC3",2,14,35
"ARRDC4",0,8,8
"ARRDC5",0,1,0
"ARSA",2,25,26
"ARSB",0,8,4
"ARSD",4,107,160
"ARSE",0,0,1
"ARSF",0,0,1
"ARSG",0,25,30
"ARSH",0,2,9
"ARSI",0,0,0
"ARSJ",0,11,8
"ARSK",0,11,6
"ART1",0,0,0
"ART3",0,0,0
"ART4",0,0,0
"ART5",0,0,1
"ARTN",0,0,0
"ARV1",4,127,162
"ARVCF",0,8,8
"ARX",0,2,0
"AS3MT",0,0,0
"ASAH1",55,517,1084
"ASAH2",0,2,2
"ASAH2B",0,1,1
"ASAP1",0,30,23
"ASAP1-IT1",0,1,0
"ASAP2",1,19,31
"ASAP3",5,51,101
"ASB1",0,7,18
"ASB10",0,0,0
"ASB11",0,0,0
"ASB12",0,0,0
"ASB13",0,8,21
"ASB14",0,0,0
"ASB15",0,0,0
"ASB16",0,0,0
"ASB17",0,0,0
"ASB18",0,0,0
"ASB2",0,0,0
"ASB3",0,2,4
"ASB4",0,0,0
"ASB5",0,0,0
"ASB6",3,40,63
"ASB7",2,29,64
"ASB8",3,79,123
"ASB9",0,5,8
"ASB9P1",0,1,0
"ASCC1",1,62,77
"ASCC2",1,60,187
"ASCC3",5,162,203
"ASCL1",0,0,0
"ASCL2",0,1,0
"ASCL3",0,0,0
"ASCL4",0,0,0
"ASF1A",3,162,224
"ASF1B",0,95,105
"ASGR1",0,0,0
"ASGR2",0,0,0
"ASH1L",8,195,231
"ASH2L",3,124,166
"ASIP",0,0,0
"ASL",4,118,293
"ASMT",0,0,0
"ASMTL",0,0,0
"ASMTL-AS1",0,0,0
"ASNA1",5,169,273
"ASNS",0,83,76
"ASNSD1",2,83,100
"ASPA",0,0,0
"ASPDH",0,0,0
"ASPG",0,7,9
"ASPH",21,223,505
"ASPHD1",0,1,2
"ASPHD2",0,1,1
"ASPM",0,92,94
"ASPN",0,0,0
"ASPRV1",0,2,1
"ASPSCR1",3,119,177
"ASRGL1",0,1,1
"ASS1",14,649,858
"ASTE1",1,27,49
"ASTL",0,0,0
"ASTN1",0,0,0
"ASTN2",0,77,68
"ASUN",0,28,44
"ASXL1",0,24,37
"ASXL2",0,18,18
"ASXL3",0,1,0
"ASZ1",0,0,0
"ATAD1",1,83,104
"ATAD2",1,100,170
"ATAD2B",1,37,44
"ATAD3A",0,7,6
"ATAD3B",0,2,4
"ATAD3C",0,0,3
"ATAD5",0,54,38
"ATAT1",0,18,10
"ATCAY",0,5,3
"ATE1",1,23,24
"ATF1",2,27,41
"ATF2",1,36,86
"ATF3",0,2,1
"ATF4",5,317,399
"ATF5",0,15,5
"ATF6",8,167,238
"ATF6B",0,33,35
"ATF7",0,47,45
"ATF7IP",6,158,200
"ATF7IP2",0,2,0
"ATG10",1,34,46
"ATG12",1,83,118
"ATG13",4,92,213
"ATG14",3,39,41
"ATG16L1",0,102,223
"ATG16L2",0,10,1
"ATG2A",0,14,11
"ATG2B",0,17,37
"ATG3",4,46,62
"ATG4A",1,33,44
"ATG4B",3,201,218
"ATG4C",1,12,15
"ATG4D",1,2,11
"ATG5",4,88,158
"ATG7",0,23,74
"ATG9A",6,75,143
"ATG9B",0,1,1
"ATHL1",1,7,8
"ATIC",7,362,563
"ATL1",0,18,24
"ATL2",5,74,127
"ATL3",1,18,58
"ATM",1,63,56
"ATMIN",0,46,38
"ATN1",0,13,10
"ATOH1",0,0,0
"ATOH7",0,0,0
"ATOH8",0,0,0
"ATOX1",3,339,283
"ATP10A",0,0,0
"ATP10B",0,0,5
"ATP10D",0,0,0
"ATP11A",1,10,31
"ATP11B",0,0,0
"ATP11C",0,1,7
"ATP12A",0,0,0
"ATP13A1",1,26,38
"ATP13A2",2,33,21
"ATP13A3",3,26,27
"ATP13A4",1,16,27
"ATP13A5",0,31,41
"ATP1A1",2,63,66
"ATP1A1OS",0,5,13
"ATP1A2",0,2,2
"ATP1A3",0,0,0
"ATP1A4",6,4,2
"ATP1B1",5,149,154
"ATP1B2",0,1,0
"ATP1B3",7,140,271
"ATP1B4",0,5,1
"ATP2A1",0,0,0
"ATP2A2",1,27,28
"ATP2A3",3,21,28
"ATP2B1",2,44,30
"ATP2B2",0,4,1
"ATP2B3",0,0,0
"ATP2B4",3,36,55
"ATP2C1",4,66,124
"ATP2C2",14,230,578
"ATP4A",0,0,0
"ATP4B",0,0,0
"ATP5A1",5,571,933
"ATP5B",59,1576,3093
"ATP5C1",19,725,831
"ATP5D",1,12,2
"ATP5E",3,71,64
"ATP5EP2",0,0,1
"ATP5F1",18,594,867
"ATP5G1",11,360,337
"ATP5G2",6,474,389
"ATP5G3",16,691,716
"ATP5H",5,219,193
"ATP5I",6,268,279
"ATP5J",6,460,366
"ATP5J2",9,357,331
"ATP5J2-PTCD1",0,0,0
"ATP5L",10,670,581
"ATP5L2",0,0,0
"ATP5O",11,385,410
"ATP5S",0,19,6
"ATP5SL",5,116,169
"ATP6AP1",22,225,609
"ATP6AP1L",0,6,6
"ATP6AP2",16,298,475
"ATP6V0A1",0,54,79
"ATP6V0A2",6,16,8
"ATP6V0A4",2,25,89
"ATP6V0B",29,438,747
"ATP6V0C",3,77,91
"ATP6V0CP3",0,0,0
"ATP6V0D1",18,306,573
"ATP6V0D2",0,1,1
"ATP6V0E1",18,425,477
"ATP6V0E2",1,156,343
"ATP6V1A",7,137,270
"ATP6V1B1",2,48,74
"ATP6V1B2",5,116,229
"ATP6V1C1",6,58,139
"ATP6V1C2",0,5,7
"ATP6V1D",10,222,251
"ATP6V1E1",3,140,169
"ATP6V1E2",0,2,0
"ATP6V1F",14,491,586
"ATP6V1G1",35,1169,1255
"ATP6V1G2",0,3,3
"ATP6V1G2-DDX39B",0,0,0
"ATP6V1G3",0,0,0
"ATP6V1H",10,138,208
"ATP7A",2,41,41
"ATP7B",0,21,60
"ATP8A1",0,3,5
"ATP8A2",0,0,0
"ATP8B1",2,42,57
"ATP8B2",0,1,2
"ATP8B3",0,0,4
"ATP8B4",0,0,0
"ATP8B5P",0,0,0
"ATP9A",5,98,155
"ATP9B",0,16,15
"ATPAF1",0,28,13
"ATPAF1-AS1",0,0,0
"ATPAF2",4,64,112
"ATPBD4",0,36,32
"ATPIF1",13,403,411
"ATR",2,29,40
"ATRIP",0,8,4
"ATRN",0,20,25
"ATRNL1",0,0,0
"ATRX",4,190,215
"ATXN1",1,14,22
"ATXN10",12,177,285
"ATXN1L",1,19,14
"ATXN2",0,26,14
"ATXN2L",0,19,9
"ATXN3",0,53,52
"ATXN3L",0,0,0
"ATXN7",1,12,8
"ATXN7L1",0,28,29
"ATXN7L2",0,5,5
"ATXN7L3",0,5,7
"ATXN7L3B",9,292,477
"ATXN8OS",0,0,0
"AUH",1,21,33
"AUP1",12,201,295
"AURKA",1,90,110
"AURKAIP1",9,308,372
"AURKAPS1",0,1,0
"AURKB",0,42,40
"AURKC",0,0,1
"AUTS2",4,56,56
"AVEN",0,1,2
"AVIL",0,1,1
"AVL9",0,28,59
"AVP",0,0,0
"AVPI1",1,17,28
"AVPR1A",0,0,0
"AVPR1B",0,0,0
"AVPR2",0,0,0
"AWAT1",0,0,0
"AWAT2",0,0,2
"AXDND1",0,1,0
"AXIN1",0,8,3
"AXIN2",0,0,2
"AXL",0,2,0
"AZGP1",272,9760,13845
"AZGP1P1",0,29,49
"AZI1",0,13,16
"AZI2",0,43,77
"AZIN1",8,177,267
"AZU1",0,1,0
"B2M",105,1315,6108
"B3GALNT1",2,19,28
"B3GALNT2",2,24,22
"B3GALT1",0,0,0
"B3GALT2",0,1,0
"B3GALT4",2,16,41
"B3GALT5",0,0,3
"B3GALT6",0,8,9
"B3GALTL",0,4,1
"B3GAT1",0,0,0
"B3GAT2",0,0,0
"B3GAT3",0,49,92
"B3GNT1",0,20,29
"B3GNT2",1,10,13
"B3GNT3",7,66,178
"B3GNT4",0,3,3
"B3GNT5",0,0,0
"B3GNT6",0,0,1
"B3GNT7",0,4,0
"B3GNT8",1,20,58
"B3GNT9",0,5,0
"B3GNTL1",0,10,10
"B4GALNT1",0,0,0
"B4GALNT2",0,1,7
"B4GALNT3",0,3,13
"B4GALNT4",0,3,1
"B4GALT1",5,70,115
"B4GALT2",1,10,6
"B4GALT3",3,179,299
"B4GALT4",4,41,114
"B4GALT5",0,14,5
"B4GALT6",0,0,0
"B4GALT7",3,34,87
"B7H6",0,0,0
"B9D1",0,9,4
"B9D2",1,19,37
"BAALC",0,0,0
"BAAT",0,0,0
"BABAM1",3,160,166
"BACE1",0,10,11
"BACE1-AS",0,3,1
"BACE2",1,12,24
"BACH1",0,4,12
"BACH2",0,0,1
"BAD",3,161,206
"BAG1",4,40,44
"BAG2",0,8,9
"BAG3",2,13,31
"BAG4",3,42,54
"BAG5",10,223,306
"BAG6",1,53,46
"BAGE",0,0,1
"BAGE2",0,0,0
"BAGE3",0,0,0
"BAGE4",0,0,0
"BAGE5",0,0,0
"BAHCC1",0,1,0
"BAHD1",0,15,21
"BAI1",0,0,0
"BAI2",0,0,3
"BAI3",0,0,0
"BAIAP2",4,211,323
"BAIAP2L1",3,18,43
"BAIAP2L2",0,0,0
"BAIAP3",2,39,58
"BAK1",2,82,166
"BAMBI",0,22,14
"BANF1",7,435,444
"BANF2",0,0,0
"BANK1",0,2,0
"BANP",1,34,56
"BAP1",1,40,28
"BARD1",1,63,73
"BARHL1",0,0,0
"BARHL2",0,0,0
"BARX1",0,0,0
"BARX2",0,9,7
"BASP1",0,0,0
"BASP1P1",0,0,0
"BATF",3,73,133
"BATF2",0,0,8
"BATF3",0,1,2
"BAX",1,59,59
"BAZ1A",3,125,139
"BAZ1B",0,114,102
"BAZ2A",3,88,111
"BAZ2B",4,110,144
"BBC3",0,5,2
"BBIP1",0,12,6
"BBOX1",0,0,0
"BBS1",1,61,130
"BBS10",2,14,14
"BBS12",0,1,8
"BBS2",1,82,123
"BBS4",0,41,67
"BBS5",1,13,15
"BBS7",0,13,21
"BBS9",0,9,10
"BBX",0,102,101
"BCAM",0,16,17
"BCAN",0,0,2
"BCAP29",5,215,197
"BCAP31",29,844,1088
"BCAR1",2,15,33
"BCAR3",0,7,22
"BCAR4",0,47,52
"BCAS1",26,93,218
"BCAS2",2,47,56
"BCAS3",0,10,19
"BCAS4",6,63,106
"BCAT1",1,1,8
"BCAT2",1,94,166
"BCCIP",0,121,156
"BCDIN3D",0,14,22
"BCHE",0,1,1
"BCKDHA",6,214,426
"BCKDHB",5,69,145
"BCKDK",9,150,284
"BCL10",0,65,85
"BCL11A",0,13,10
"BCL11B",0,0,0
"BCL2",0,3,3
"BCL2A1",0,0,0
"BCL2L1",5,92,116
"BCL2L10",0,2,1
"BCL2L11",0,18,16
"BCL2L12",0,61,55
"BCL2L13",3,108,124
"BCL2L14",0,10,17
"BCL2L15",0,3,6
"BCL2L2",0,19,27
"BCL2L2-PABPN1",0,0,0
"BCL3",0,8,12
"BCL6",0,23,48
"BCL6B",0,0,0
"BCL7A",1,19,31
"BCL7B",3,33,75
"BCL7C",1,10,13
"BCL9",0,20,37
"BCL9L",0,24,19
"BCLAF1",2,391,504
"BCMO1",0,2,2
"BCO2",0,2,2
"BCOR",0,15,22
"BCORL1",0,10,6
"BCORP1",0,0,0
"BCR",0,30,21
"BCRP2",0,0,0
"BCRP3",0,1,0
"BCS1L",2,47,51
"BCYRN1",1,7,6
"BDAG1",0,0,0
"BDH1",6,70,140
"BDH2",0,39,35
"BDKRB1",0,2,6
"BDKRB2",5,23,43
"BDNF",0,0,0
"BDNF-AS1",0,0,1
"BDP1",1,112,103
"BEAN1",0,2,0
"BECN1",3,73,154
"BEGAIN",0,0,0
"BEND2",0,1,1
"BEND3",1,9,15
"BEND4",0,0,0
"BEND5",0,0,0
"BEND6",0,0,0
"BEND7",0,0,0
"BEST1",0,0,0
"BEST2",0,0,0
"BEST3",0,1,0
"BEST4",0,0,0
"BET1",6,160,200
"BET1L",1,17,26
"BET3L",0,0,0
"BEX1",0,0,0
"BEX2",0,8,9
"BEX4",1,62,64
"BEX5",0,2,0
"BFAR",1,23,63
"BFSP1",0,1,3
"BFSP2",0,0,0
"BGLAP",0,0,0
"BGN",1,3,0
"BHLHA15",0,0,0
"BHLHA9",0,0,0
"BHLHB9",0,2,9
"BHLHE22",0,0,0
"BHLHE23",0,0,0
"BHLHE40",5,96,218
"BHLHE41",0,22,20
"BHMT",0,1,0
"BHMT2",0,0,1
"BICC1",0,0,0
"BICD1",0,0,0
"BICD2",1,6,16
"BID",8,153,228
"BIK",0,109,159
"BIN1",0,1,0
"BIN2",0,0,1
"BIN3",7,76,105
"BIRC2",10,70,116
"BIRC3",0,6,9
"BIRC5",0,47,89
"BIRC6",4,117,123
"BIRC7",0,0,0
"BIRC8",0,0,0
"BIVM",0,9,10
"BIVM-ERCC5",0,0,0
"BK250D10.8",0,0,0
"BLCAP",7,194,281
"BLID",0,0,0
"BLK",0,0,0
"BLM",0,28,12
"BLMH",2,12,18
"BLNK",3,37,44
"BLOC1S1",2,32,25
"BLOC1S1-RDH5",0,0,0
"BLOC1S2",1,73,97
"BLOC1S3",0,14,11
"BLVRA",13,316,331
"BLVRB",5,217,326
"BLZF1",1,119,182
"BMF",0,2,4
"BMI1",0,1,7
"BMP1",0,2,3
"BMP10",0,0,0
"BMP15",0,0,0
"BMP2",0,0,0
"BMP2K",0,3,3
"BMP3",0,0,0
"BMP4",1,119,215
"BMP5",0,1,0
"BMP6",0,0,0
"BMP7",0,0,3
"BMP8A",0,2,1
"BMP8B",0,0,0
"BMPER",0,0,0
"BMPR1A",0,20,27
"BMPR1B",0,3,3
"BMPR2",4,70,61
"BMS1",2,101,170
"BMS1P1",0,0,0
"BMS1P4",0,10,9
"BMS1P5",0,0,0
"BMX",0,0,0
"BNC1",0,0,0
"BNC2",1,0,0
"BNIP1",1,22,29
"BNIP2",6,87,92
"BNIP3",1,145,89
"BNIP3L",9,358,417
"BNIPL",3,23,38
"BOC",0,4,6
"BOD1",0,12,13
"BOD1L",2,60,48
"BOD1P",0,0,0
"BOK",1,12,5
"BOK-AS1",0,0,0
"BOLA1",0,103,139
"BOLA2",0,0,0
"BOLA2B",0,0,0
"BOLA3",3,40,46
"BOLA3-AS1",0,0,3
"BOLL",0,0,1
"BOP1",2,12,14
"BORA",0,20,48
"BPESC1",0,0,0
"BPGM",7,38,61
"BPHL",8,162,278
"BPI",0,0,0
"BPIFA1",0,1,5
"BPIFA2",0,0,0
"BPIFA3",0,0,0
"BPIFA4P",0,2,0
"BPIFB1",43,1729,9909
"BPIFB2",1,156,336
"BPIFB3",0,0,0
"BPIFB4",0,0,0
"BPIFB6",0,0,0
"BPIFC",0,0,0
"BPNT1",5,223,292
"BPTF",3,192,164
"BPY2",0,0,0
"BPY2B",0,0,0
"BPY2C",0,0,0
"BRAF",0,2,8
"BRAP",2,30,48
"BRAT1",3,255,542
"BRCA1",0,22,24
"BRCA2",0,48,38
"BRCC3",2,119,181
"BRD1",0,10,12
"BRD2",6,212,368
"BRD3",4,158,223
"BRD4",0,36,14
"BRD7",1,39,30
"BRD7P3",0,0,0
"BRD8",3,85,127
"BRD9",1,22,12
"BRDT",0,1,2
"BRE",1,72,83
"BREA2",0,0,1
"BRF1",0,22,29
"BRF2",0,18,24
"BRI3",0,18,15
"BRI3BP",0,1,0
"BRIP1",0,13,27
"BRIX1",3,133,141
"BRK1",12,308,407
"BRMS1",1,128,164
"BRMS1L",1,25,38
"BROX",1,61,61
"BRP44",10,222,309
"BRP44L",4,152,163
"BRPF1",2,13,30
"BRPF3",1,38,49
"BRS3",0,0,0
"BRSK1",0,0,0
"BRSK2",0,0,0
"BRWD1",2,60,84
"BRWD1-IT2",0,4,1
"BRWD3",0,12,13
"BSCL2",0,2,5
"BSDC1",3,74,121
"BSG",51,2718,3022
"BSN",0,1,1
"BSN-AS2",0,0,1
"BSND",0,0,0
"BSPH1",0,0,0
"BSPRY",1,21,31
"BST1",0,0,0
"BST2",0,25,231
"BSX",0,0,0
"BTAF1",0,16,28
"BTBD1",7,37,67
"BTBD10",4,37,63
"BTBD11",0,1,0
"BTBD16",0,0,0
"BTBD17",0,0,0
"BTBD18",0,0,1
"BTBD19",0,0,0
"BTBD2",0,14,20
"BTBD3",1,27,42
"BTBD6",1,18,8
"BTBD7",2,43,26
"BTBD8",0,5,8
"BTBD9",1,14,18
"BTC",0,3,16
"BTD",2,31,67
"BTF3",5,429,474
"BTF3L4",2,121,178
"BTF3P11",0,0,0
"BTG1",1,30,29
"BTG2",3,159,315
"BTG3",0,3,2
"BTG4",0,0,0
"BTK",0,0,0
"BTLA",0,0,0
"BTN1A1",0,0,0
"BTN2A1",3,33,67
"BTN2A2",0,5,8
"BTN2A3P",0,1,2
"BTN3A1",1,4,43
"BTN3A2",0,3,10
"BTN3A3",0,4,25
"BTNL2",0,0,0
"BTNL3",0,0,0
"BTNL8",0,0,0
"BTNL9",0,0,0
"BTRC",3,25,36
"BUB1",0,54,77
"BUB1B",0,36,61
"BUB3",2,227,286
"BUD13",1,37,51
"BUD31",15,155,180
"BVES",0,3,1
"BVES-AS1",0,0,0
"BYSL",0,50,93
"BZRAP1",0,21,34
"BZW1",38,754,1167
"BZW2",15,302,394
"C10orf10",7,27,77
"C10orf103",0,0,0
"C10orf105",0,2,5
"C10orf107",0,1,0
"C10orf108",0,3,0
"C10orf11",0,1,3
"C10orf111",0,0,0
"C10orf113",0,0,0
"C10orf114",0,0,0
"C10orf116",6,164,237
"C10orf118",3,89,96
"C10orf12",0,26,15
"C10orf120",0,0,0
"C10orf122",0,0,0
"C10orf125",2,19,20
"C10orf128",0,0,0
"C10orf129",0,0,0
"C10orf131",0,1,2
"C10orf136",0,0,0
"C10orf137",1,25,43
"C10orf140",0,1,0
"C10orf2",0,17,19
"C10orf25",0,1,0
"C10orf26",1,18,40
"C10orf27",0,0,0
"C10orf28",0,12,31
"C10orf32",0,48,51
"C10orf32-AS3MT",0,0,0
"C10orf35",1,17,33
"C10orf40",0,0,0
"C10orf46",1,55,96
"C10orf47",0,4,3
"C10orf53",0,0,0
"C10orf54",7,86,174
"C10orf55",0,0,0
"C10orf58",10,461,568
"C10orf62",0,0,0
"C10orf67",0,0,0
"C10orf68",0,2,0
"C10orf71",0,0,0
"C10orf76",0,14,30
"C10orf81",0,81,160
"C10orf82",0,0,0
"C10orf88",0,11,33
"C10orf90",0,0,0
"C10orf91",0,0,0
"C10orf95",0,0,0
"C10orf96",0,0,0
"C10orf99",0,0,0
"C11orf1",2,85,69
"C11orf10",5,275,254
"C11orf16",0,0,0
"C11orf2",2,33,31
"C11orf20",0,0,0
"C11orf21",0,0,0
"C11orf24",4,50,101
"C11orf30",0,33,38
"C11orf31",13,515,621
"C11orf34",0,0,0
"C11orf35",0,0,0
"C11orf36",0,0,0
"C11orf40",0,0,0
"C11orf41",0,0,0
"C11orf42",0,0,0
"C11orf45",0,1,3
"C11orf46",0,33,41
"C11orf48",5,137,147
"C11orf49",1,33,43
"C11orf51",0,25,31
"C11orf52",0,0,0
"C11orf53",0,0,0
"C11orf54",1,72,93
"C11orf57",1,40,35
"C11orf58",8,252,299
"C11orf61",0,5,4
"C11orf63",0,0,1
"C11orf65",0,0,3
"C11orf67",7,169,190
"C11orf68",1,8,11
"C11orf70",0,3,1
"C11orf71",0,10,35
"C11orf73",3,60,83
"C11orf74",0,9,6
"C11orf75",0,32,37
"C11orf80",3,25,87
"C11orf82",0,26,40
"C11orf83",1,116,142
"C11orf84",0,3,0
"C11orf85",0,0,0
"C11orf86",0,0,0
"C11orf87",0,0,0
"C11orf88",0,4,3
"C11orf9",0,3,2
"C11orf91",0,0,0
"C11orf92",2,8,5
"C11orf93",1,5,10
"C11orf94",0,0,0
"C11orf95",0,11,2
"C11orf96",0,0,0
"C12orf10",1,34,48
"C12orf12",0,0,0
"C12orf23",0,41,92
"C12orf26",0,20,21
"C12orf29",1,23,72
"C12orf32",2,118,135
"C12orf33",0,0,0
"C12orf34",0,6,2
"C12orf35",4,56,86
"C12orf36",2,9,21
"C12orf37",0,0,0
"C12orf39",0,0,0
"C12orf4",0,19,25
"C12orf40",0,0,0
"C12orf42",0,0,0
"C12orf43",0,18,33
"C12orf44",2,115,183
"C12orf45",3,61,57
"C12orf47",3,63,72
"C12orf49",0,2,3
"C12orf5",0,26,35
"C12orf50",0,0,0
"C12orf51",2,37,51
"C12orf52",0,78,149
"C12orf53",0,0,0
"C12orf54",0,0,0
"C12orf56",0,0,0
"C12orf57",4,122,124
"C12orf59",0,0,0
"C12orf60",0,0,3
"C12orf61",0,0,0
"C12orf65",2,47,44
"C12orf66",0,11,24
"C12orf68",0,0,0
"C12orf69",0,0,2
"C12orf70",0,0,0
"C12orf71",0,0,1
"C12orf73",0,14,16
"C12orf74",0,4,9
"C12orf75",0,0,0
"C12orf76",0,13,15
"C12orf77",0,0,1
"C13orf15",0,0,0
"C13orf33",0,0,0
"C13orf35",0,0,0
"C14orf1",11,249,283
"C14orf101",1,18,22
"C14orf102",0,38,43
"C14orf105",0,3,1
"C14orf109",1,88,103
"C14orf118",0,21,31
"C14orf119",7,171,253
"C14orf126",0,45,56
"C14orf129",4,97,210
"C14orf132",2,41,99
"C14orf133",1,36,60
"C14orf135",0,41,67
"C14orf142",2,79,73
"C14orf149",0,6,18
"C14orf159",0,65,94
"C14orf162",0,0,0
"C14orf165",0,0,0
"C14orf166",9,251,254
"C14orf166B",0,0,0
"C14orf167",0,88,141
"C14orf169",0,7,5
"C14orf176",0,0,5
"C14orf177",0,0,0
"C14orf178",0,0,0
"C14orf180",0,0,0
"C14orf182",0,3,3
"C14orf183",0,0,0
"C14orf2",11,567,517
"C14orf21",0,2,3
"C14orf23",0,0,0
"C14orf28",0,5,10
"C14orf37",0,0,0
"C14orf38",0,1,0
"C14orf39",0,1,0
"C14orf43",0,43,36
"C14orf45",0,24,36
"C14orf49",0,0,0
"C14orf55",0,3,2
"C14orf64",0,7,14
"C14orf79",0,25,37
"C14orf80",2,43,84
"C14orf93",0,10,10
"C15orf17",4,65,128
"C15orf2",0,3,3
"C15orf23",0,64,72
"C15orf24",3,141,186
"C15orf26",0,0,2
"C15orf27",0,0,0
"C15orf29",1,60,61
"C15orf32",0,0,0
"C15orf33",0,8,5
"C15orf34",0,5,4
"C15orf37",0,5,12
"C15orf38",0,19,28
"C15orf38-AP3S2",0,0,0
"C15orf39",0,22,21
"C15orf40",2,52,46
"C15orf41",0,0,2
"C15orf42",0,17,12
"C15orf43",0,0,0
"C15orf44",3,101,170
"C15orf48",5,40,79
"C15orf5",0,0,0
"C15orf50",0,0,0
"C15orf52",2,23,35
"C15orf53",0,0,0
"C15orf54",0,0,0
"C15orf55",0,0,0
"C15orf56",0,0,1
"C15orf57",0,33,41
"C15orf58",1,4,5
"C15orf59",0,0,0
"C15orf60",0,0,0
"C15orf61",0,8,12
"C15orf62",2,13,29
"C15orf63",0,0,0
"C16orf11",0,0,0
"C16orf13",2,75,91
"C16orf3",0,0,1
"C16orf42",0,4,4
"C16orf45",0,4,10
"C16orf46",0,3,2
"C16orf48",0,4,2
"C16orf5",0,6,7
"C16orf52",0,5,2
"C16orf53",9,179,211
"C16orf54",0,0,0
"C16orf55",0,14,9
"C16orf57",0,71,98
"C16orf58",5,119,221
"C16orf59",0,48,57
"C16orf62",1,56,82
"C16orf7",0,5,3
"C16orf70",1,42,76
"C16orf71",1,8,5
"C16orf72",1,26,36
"C16orf73",0,0,0
"C16orf74",0,3,1
"C16orf78",0,0,0
"C16orf79",0,2,0
"C16orf80",1,112,95
"C16orf82",0,0,0
"C16orf86",0,0,0
"C16orf87",0,26,24
"C16orf88",1,198,154
"C16orf89",4,187,250
"C16orf90",0,0,0
"C16orf91",0,126,145
"C16orf92",0,0,0
"C16orf93",0,0,0
"C16orf95",0,5,7
"C16orf96",0,0,0
"C17orf100",0,6,2
"C17orf101",1,22,21
"C17orf102",0,0,0
"C17orf103",1,1,2
"C17orf104",0,0,0
"C17orf105",0,0,0
"C17orf107",0,2,0
"C17orf108",1,11,10
"C17orf109",4,21,34
"C17orf110",1,0,3
"C17orf28",6,130,246
"C17orf39",1,3,11
"C17orf47",0,0,2
"C17orf48",0,7,5
"C17orf49",0,0,0
"C17orf50",0,2,0
"C17orf51",0,0,0
"C17orf53",0,7,6
"C17orf56",0,6,4
"C17orf57",0,3,9
"C17orf58",0,52,52
"C17orf59",1,5,24
"C17orf61",0,20,22
"C17orf61-PLSCR3",0,0,0
"C17orf62",5,177,331
"C17orf63",0,29,35
"C17orf64",0,0,0
"C17orf65",0,2,7
"C17orf66",0,2,0
"C17orf67",0,1,0
"C17orf69",0,2,1
"C17orf70",1,31,43
"C17orf72",0,0,1
"C17orf74",0,0,0
"C17orf75",1,40,63
"C17orf76-AS1",2,264,281
"C17orf77",0,1,1
"C17orf78",0,0,0
"C17orf79",1,13,26
"C17orf80",1,8,29
"C17orf81",0,48,51
"C17orf82",0,0,0
"C17orf85",0,39,46
"C17orf89",0,3,9
"C17orf90",2,57,77
"C17orf96",0,2,1
"C17orf97",0,3,1
"C17orf98",0,0,0
"C17orf99",0,0,0
"C18orf1",0,10,7
"C18orf21",0,11,9
"C18orf25",1,10,21
"C18orf26",0,0,0
"C18orf32",0,11,8
"C18orf34",0,3,2
"C18orf42",0,0,0
"C18orf54",0,5,1
"C18orf56",0,4,1
"C18orf62",0,0,0
"C18orf63",0,0,0
"C18orf8",0,10,34
"C19orf10",17,249,432
"C19orf12",2,6,27
"C19orf18",0,3,1
"C19orf21",18,258,664
"C19orf24",0,13,23
"C19orf25",1,63,98
"C19orf26",0,0,0
"C19orf29",1,10,7
"C19orf29-AS1",0,0,0
"C19orf33",0,0,0
"C19orf35",0,0,0
"C19orf38",0,0,1
"C19orf40",1,15,20
"C19orf42",5,231,246
"C19orf43",9,229,294
"C19orf44",0,7,7
"C19orf45",0,2,3
"C19orf46",0,114,158
"C19orf47",0,12,22
"C19orf48",2,163,265
"C19orf51",1,46,87
"C19orf52",0,8,2
"C19orf53",4,344,272
"C19orf54",2,74,85
"C19orf55",0,13,9
"C19orf57",0,2,7
"C19orf59",0,0,0
"C19orf6",1,16,21
"C19orf60",2,12,38
"C19orf63",0,32,24
"C19orf66",0,10,53
"C19orf69",0,0,0
"C19orf70",7,156,154
"C19orf71",0,1,0
"C19orf73",0,8,11
"C19orf75",0,0,0
"C19orf76",0,1,1
"C19orf77",0,0,0
"C19orf79",10,452,349
"C19orf80",0,0,0
